hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,arrival_date
Resort Hotel,1,33.0,2016,May,23,31,2.0,5.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,207,0,Transient,162.71,0,0,Canceled,2016-05-04,2016-05-31
City Hotel,1,53.0,2015,October,42,12,1.0,3.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,105.0,0,0,Canceled,2015-09-09,2015-10-12
City Hotel,0,64.0,2016,August,20,9,1.0,3.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,207,0,Transient,150.45,0,2,Check-Out,2016-05-13,2017-06-08
City Hotel,1,261.0,2015,August,42,16,0.0,1.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,6,207,0,Transient-Party,120.0,0,0,Canceled,2015-07-08,2017-06-08
Resort Hotel,0,49.0,2015,December,51,17,5.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,177,207,0,Transient,45.33,0,0,Check-Out,2016-01-05,2015-12-17
City Hotel,1,315.0,2016,September,38,17,1.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,38,Transient-Party,65.0,0,0,Canceled,2016-08-19,2016-09-17
Resort Hotel,0,0.0,2016,November,46,7,1.0,0.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient,70.0,0,0,Check-Out,2016-11-08,2016-11-07
Resort Hotel,0,138.0,2017,March,9,2,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,241,207,0,Transient,41.58,0,2,Check-Out,2017-03-05,2017-03-02
Resort Hotel,0,1.0,2016,September,38,14,0.0,2.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,F,F,0,No Deposit,250,207,0,Transient,162.0,0,0,Check-Out,2016-09-16,2016-09-14
Resort Hotel,0,69.0,2016,August,45,31,1.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,207,0,Transient,33.0,0,1,Check-Out,2016-11-04,2017-06-08
Resort Hotel,0,1.0,2015,December,50,12,0.0,1.0,2,0.0,1.0,HB,,Direct,Direct,0,0,0,A,D,0,No Deposit,14,207,0,Transient,79.0,1,1,Check-Out,2015-12-13,2015-12-12
City Hotel,1,160.0,2017,July,29,17,1.0,5.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,52,207,0,Transient,80.1,0,0,Canceled,2017-06-02,2017-07-17
Resort Hotel,0,269.0,2016,July,31,24,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,207,0,Transient,92.1,0,0,Check-Out,2016-08-03,2016-07-24
City Hotel,0,52.0,2016,October,40,1,2.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,14,207,0,Transient,122.4,0,1,Check-Out,2016-10-05,2016-10-01
City Hotel,0,124.0,2016,June,27,30,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,207,0,Transient-Party,97.55,0,0,Check-Out,2016-07-02,2016-06-30
City Hotel,0,0.0,2016,June,23,1,0.0,1.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,116.1,0,1,Check-Out,2016-06-02,2016-06-01
City Hotel,0,161.0,2016,July,32,31,2.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,101.15,0,1,Check-Out,2016-08-05,2016-07-31
Resort Hotel,0,5.0,2015,August,51,19,0.0,1.0,2,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14,207,0,Transient-Party,43.0,0,1,Check-Out,2015-12-20,2017-06-08
City Hotel,0,250.0,2017,August,33,14,2.0,5.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,16,207,0,Transient,112.1,0,0,Check-Out,2017-08-21,2017-08-14
City Hotel,1,40.0,2017,May,18,4,1.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,149.0,0,0,Canceled,2017-03-28,2017-05-04
Resort Hotel,0,133.0,2016,February,8,15,1.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,8,207,0,Transient-Party,26.1,0,1,Check-Out,2016-02-17,2016-02-15
City Hotel,0,136.0,2017,July,29,19,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,14,207,0,Transient,128.0,0,2,Check-Out,2017-07-22,2017-07-19
City Hotel,1,3.0,2017,March,11,16,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,118.0,0,0,Canceled,2017-03-13,2017-03-16
Resort Hotel,0,204.0,2016,August,33,12,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,D,A,0,No Deposit,2,207,0,Contract,106.55,0,0,Check-Out,2016-08-26,2016-08-12
City Hotel,0,90.0,2017,May,19,10,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83,207,0,Transient,129.6,0,0,Check-Out,2017-05-12,2017-05-10
City Hotel,0,88.0,2015,October,41,5,1.0,1.0,1,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,207,77,Transient-Party,90.6,0,0,Check-Out,2015-10-07,2015-10-05
City Hotel,0,37.0,2016,September,37,10,2.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,207,0,Transient,85.5,0,0,Check-Out,2016-09-13,2016-09-10
City Hotel,0,10.0,2016,August,27,27,1.0,0.0,1,0.0,0.0,BB,,Corporate,Corporate,1,0,9,A,A,0,No Deposit,14,40,0,Transient,65.0,0,1,Check-Out,2016-06-28,2017-06-08
City Hotel,0,117.0,2015,August,31,1,2.0,1.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,207,0,Transient-Party,94.5,0,0,Check-Out,2015-08-04,2017-06-08
City Hotel,1,84.0,2016,May,21,16,1.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,109.65,0,1,No-Show,2016-05-16,2016-05-16
City Hotel,0,55.0,2015,September,37,6,2.0,0.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,D,0,No Deposit,1,207,0,Transient-Party,75.0,0,0,Check-Out,2015-09-08,2015-09-06
City Hotel,1,11.0,2016,January,5,26,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,70.07,0,0,Canceled,2016-01-15,2016-01-26
City Hotel,0,123.0,2015,August,45,6,1.0,2.0,3,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,60.0,0,0,Check-Out,2015-11-09,2017-06-08
Resort Hotel,1,302.0,2017,May,19,9,0.0,4.0,2,0.0,0.0,HB,,Groups,Direct,0,0,0,A,A,0,No Deposit,14,207,0,Transient-Party,81.0,0,0,Canceled,2016-08-25,2017-05-09
City Hotel,1,137.0,2016,November,47,14,1.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,75.9,0,0,Canceled,2016-06-30,2016-11-14
Resort Hotel,1,183.0,2017,July,28,15,2.0,1.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,207,0,Transient,211.89000000000001,0,2,Canceled,2017-01-16,2017-07-15
City Hotel,0,70.0,2017,February,7,15,0.0,4.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,14,242,0,Transient-Party,78.0,0,0,Check-Out,2017-02-19,2017-02-15
Resort Hotel,1,41.0,2016,September,39,23,0.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,207,0,Transient,139.0,0,1,Canceled,2016-08-26,2016-09-23
City Hotel,0,127.0,2016,October,41,2,2.0,3.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7,207,0,Transient,146.92,0,1,Check-Out,2016-10-07,2016-10-02
City Hotel,0,41.0,2016,September,38,14,0.0,3.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,2,No Deposit,86,207,0,Transient-Party,108.0,0,0,Check-Out,2016-09-17,2016-09-14
Resort Hotel,0,16.0,2016,October,44,27,0.0,3.0,2,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,A,2,No Deposit,14,317,0,Transient-Party,63.0,0,0,Check-Out,2016-10-30,2016-10-27
City Hotel,0,0.0,2016,March,12,16,0.0,1.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,109.0,0,0,Check-Out,2016-03-17,2016-03-16
City Hotel,0,9.0,2016,March,14,29,0.0,2.0,1,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,8,207,0,Transient,84.0,0,1,Check-Out,2016-03-31,2016-03-29
City Hotel,0,163.0,2016,July,30,22,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient-Party,94.5,0,0,Check-Out,2016-07-24,2016-07-22
City Hotel,0,174.0,2017,May,19,9,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,117.0,0,2,Check-Out,2017-05-11,2017-05-09
Resort Hotel,0,258.0,2015,September,38,17,0.0,2.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,C,1,No Deposit,245,207,0,Transient-Party,78.3,0,1,Check-Out,2015-09-19,2015-09-17
City Hotel,1,59.0,2017,January,4,23,1.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,326,207,0,Transient,80.0,0,0,Canceled,2016-11-25,2017-01-23
City Hotel,0,0.0,2017,August,35,28,1.0,0.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,140.0,0,1,Check-Out,2017-08-29,2017-08-28
City Hotel,1,148.0,2016,August,35,22,1.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,96.3,0,0,Canceled,2016-08-17,2016-08-22
City Hotel,1,107.0,2016,August,37,5,1.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,118.8,0,1,Canceled,2016-08-13,2017-06-08
City Hotel,1,196.0,2016,October,44,27,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,96.3,0,0,Canceled,2016-05-09,2016-10-27
City Hotel,1,309.0,2016,May,20,12,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,207,0,Transient,62.0,0,0,Canceled,2015-10-21,2016-05-12
Resort Hotel,0,276.0,2017,July,27,2,2.0,1.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,207,0,Transient,103.37,1,1,Check-Out,2017-07-05,2017-07-02
Resort Hotel,0,18.0,2016,May,21,18,0.0,0.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,I,0,No Deposit,240,207,0,Transient,0.0,0,0,Check-Out,2016-05-18,2016-05-18
City Hotel,1,86.0,2015,October,40,3,2.0,1.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,86.0,0,0,Canceled,2015-09-28,2015-10-03
Resort Hotel,0,6.0,2017,January,2,14,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,207,0,Transient,56.21,0,1,Check-Out,2017-01-15,2017-01-14
City Hotel,0,80.0,2017,May,19,11,0.0,3.0,3,0.0,0.0,HB,,Direct,Direct,0,0,0,A,A,1,No Deposit,14,207,0,Transient-Party,206.0,0,1,Check-Out,2017-05-14,2017-05-11
City Hotel,0,65.0,2016,November,47,13,2.0,5.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,88.0,0,1,Check-Out,2016-11-20,2016-11-13
City Hotel,1,40.0,2017,June,24,11,2.0,2.0,1,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,110.0,0,1,Canceled,2017-05-03,2017-06-11
City Hotel,0,1.0,2017,January,1,6,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,87.69,1,0,Check-Out,2017-01-09,2017-01-06
City Hotel,1,135.0,2017,June,26,30,0.0,1.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,207,0,Transient,130.0,0,0,Canceled,2017-02-15,2017-06-30
City Hotel,1,175.0,2017,May,20,19,1.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,12,207,0,Transient,110.0,0,0,Canceled,2016-11-25,2017-05-19
City Hotel,1,162.0,2016,October,42,14,2.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,34,207,0,Transient,115.0,0,0,Canceled,2016-08-11,2016-10-14
City Hotel,0,90.0,2016,October,43,19,0.0,4.0,3,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,207,0,Transient,105.4,0,0,Check-Out,2016-10-23,2016-10-19
Resort Hotel,0,193.0,2017,May,19,13,2.0,5.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,207,0,Contract,34.2,0,0,Check-Out,2017-05-20,2017-05-13
Resort Hotel,0,108.0,2017,April,16,21,0.0,1.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,207,0,Transient,75.0,0,1,Check-Out,2017-04-22,2017-04-21
City Hotel,1,67.0,2017,February,7,12,2.0,0.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,207,0,Transient,80.0,0,0,Canceled,2016-12-07,2017-02-12
City Hotel,0,206.0,2017,May,22,30,0.0,3.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,159.3,0,0,Check-Out,2017-06-02,2017-05-30
Resort Hotel,0,12.0,2016,April,18,27,0.0,3.0,2,0.0,0.0,Undefined,,Groups,Direct,0,0,0,A,A,1,No Deposit,385,207,0,Transient-Party,85.33,0,0,Check-Out,2016-04-30,2016-04-27
City Hotel,1,102.0,2015,October,42,16,0.0,2.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,207,0,Transient-Party,101.5,0,0,Canceled,2015-07-06,2015-10-16
City Hotel,1,12.0,2015,December,50,12,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,207,0,Contract,87.0,0,1,Canceled,2015-12-04,2015-12-12
City Hotel,1,157.0,2017,May,18,1,1.0,3.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,3,207,0,Transient,211.89000000000001,0,0,Canceled,2016-11-25,2017-05-01
City Hotel,0,385.875,2017,June,24,14,0.0,3.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,207,0,Transient-Party,112.67,0,1,Check-Out,2017-06-17,2017-06-14
City Hotel,1,10.0,2015,September,39,21,1.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,117.04,0,1,No-Show,2015-09-21,2015-09-21
City Hotel,0,164.0,2015,October,40,2,0.0,2.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19,207,0,Transient-Party,100.0,0,0,Check-Out,2015-10-04,2015-10-02
Resort Hotel,0,40.0,2017,February,9,26,2.0,1.0,1,0.0,0.0,BB,,Direct,Direct,1,0,1,A,A,0,No Deposit,250,207,0,Transient,36.0,0,1,Check-Out,2017-03-01,2017-02-26
City Hotel,1,10.0,2016,April,15,7,0.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,111.0,0,0,Canceled,2016-03-30,2016-04-07
Resort Hotel,1,127.0,2016,June,26,25,2.0,3.0,2,2.0,0.0,HB,,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,207,0,Transient,211.89000000000001,0,0,Canceled,2016-02-29,2016-06-25
City Hotel,0,34.0,2017,January,3,18,0.0,1.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,19,207,0,Transient-Party,75.0,0,0,Check-Out,2017-01-19,2017-01-18
Resort Hotel,1,39.0,2017,April,16,17,1.0,1.0,2,0.0,0.0,HB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,117.0,0,0,Canceled,2017-03-27,2017-04-17
City Hotel,0,13.0,2015,December,51,17,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,207,0,Transient,58.0,0,0,Check-Out,2015-12-20,2015-12-17
City Hotel,1,201.0,2017,June,26,28,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3,207,59,Transient,125.0,0,0,Canceled,2017-02-06,2017-06-28
City Hotel,1,49.0,2017,February,7,13,1.0,3.0,2,2.0,0.0,BB,,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,207,0,Transient,149.6,0,0,Canceled,2016-12-29,2017-02-13
Resort Hotel,0,243.0,2016,October,41,6,2.0,3.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,D,D,0,No Deposit,91,207,0,Transient-Party,55.1,0,0,Check-Out,2016-10-11,2016-10-06
City Hotel,0,145.0,2015,August,35,29,2.0,1.0,2,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,17,207,0,Transient-Party,94.5,0,0,Check-Out,2015-09-01,2015-08-29
Resort Hotel,1,16.0,2016,December,49,1,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient,60.0,0,2,Canceled,2016-11-15,2016-12-01
City Hotel,1,105.0,2016,April,15,6,0.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,207,0,Transient,75.0,0,0,Canceled,2016-01-18,2016-04-06
Resort Hotel,0,5.0,2016,November,49,28,1.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,14,207,0,Transient,43.2,0,0,Check-Out,2016-11-30,2016-11-28
Resort Hotel,0,285.0,2016,September,39,20,2.0,5.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,D,D,0,No Deposit,96,207,0,Transient-Party,78.0,0,2,Check-Out,2016-09-27,2016-09-20
City Hotel,1,305.0,2016,November,45,4,1.0,2.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,207,0,Transient,89.0,0,0,Canceled,2016-02-01,2016-11-04
City Hotel,1,96.0,2015,July,30,23,0.0,2.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14,207,0,Transient,68.0,0,1,Canceled,2015-04-24,2015-07-23
City Hotel,0,33.0,2016,March,13,24,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient-Party,135.9,1,0,Check-Out,2016-03-26,2016-03-24
City Hotel,1,56.0,2017,March,12,21,0.0,3.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,14,207,0,Transient,85.0,0,0,Canceled,2017-01-24,2017-03-21
City Hotel,0,58.0,2016,October,45,31,1.0,3.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,90.68,0,2,Check-Out,2016-11-04,2016-10-31
City Hotel,0,124.0,2016,April,15,4,1.0,3.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,207,0,Transient-Party,90.0,0,1,Check-Out,2016-04-08,2016-04-04
City Hotel,1,71.0,2016,June,25,14,0.0,3.0,1,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,207,0,Transient,120.0,0,0,Canceled,2016-04-27,2016-06-14
City Hotel,0,148.0,2017,May,18,5,1.0,2.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,A,1,No Deposit,9,207,0,Transient,175.5,0,0,Check-Out,2017-05-08,2017-05-05
City Hotel,1,385.875,2016,December,52,22,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,207,0,Transient,62.8,0,0,Canceled,2015-10-21,2016-12-22
City Hotel,0,14.0,2015,December,51,14,1.0,0.0,1,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,57.75,0,0,Check-Out,2015-12-15,2015-12-14
Resort Hotel,1,3.0,2016,February,6,1,1.0,0.0,1,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,D,0,No Deposit,14,286,0,Transient-Party,39.0,0,0,Canceled,2016-02-01,2016-02-01
City Hotel,0,4.0,2017,August,32,10,0.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,199.0,0,1,Check-Out,2017-08-12,2017-08-10
City Hotel,0,23.0,2017,August,33,18,0.0,2.0,3,1.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,G,K,0,No Deposit,159,207,0,Transient,211.89000000000001,0,0,Check-Out,2017-08-20,2017-08-18
City Hotel,1,236.0,2016,October,43,20,2.0,3.0,2,1.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,106.25,0,2,No-Show,2016-10-20,2016-10-20
Resort Hotel,0,0.0,2016,July,30,21,0.0,1.0,2,0.0,0.0,BB,,Direct,Direct,0,0,0,D,D,0,No Deposit,14,207,0,Transient,139.0,0,0,Check-Out,2016-07-22,2016-07-21
Resort Hotel,1,21.0,2017,July,29,17,1.0,3.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,207,0,Transient,211.89000000000001,0,1,Canceled,2017-06-29,2017-07-17
Resort Hotel,0,339.0,2017,March,10,11,2.0,5.0,2,0.0,0.0,HB,,Groups,TA/TO,0,0,0,D,D,0,No Deposit,298,207,0,Transient-Party,64.0,0,0,Check-Out,2017-03-18,2017-03-11
City Hotel,0,109.0,2017,February,6,5,2.0,0.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,207,0,Transient,60.98,0,1,Check-Out,2017-02-07,2017-02-05
City Hotel,1,109.0,2016,February,9,21,2.0,1.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,207,44,Transient,75.0,0,0,Canceled,2015-12-18,2016-02-21
Resort Hotel,0,313.0,2017,May,19,9,2.0,5.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,241,207,0,Transient,51.97,0,1,Check-Out,2017-05-16,2017-05-09
City Hotel,0,39.0,2016,January,2,9,2.0,1.0,1,0.0,0.0,HB,,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,207,0,Contract,73.6,0,0,Check-Out,2016-01-12,2016-01-09
Resort Hotel,1,151.0,2016,October,41,8,1.0,1.0,1,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,207,0,Transient-Party,63.5,0,0,Canceled,2016-05-11,2016-10-08
City Hotel,0,134.0,2017,July,27,2,1.0,0.0,3,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,161.1,1,0,Check-Out,2017-07-03,2017-07-02
City Hotel,0,309.0,2017,April,15,13,2.0,4.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,112.8,0,2,Check-Out,2017-04-19,2017-04-13
City Hotel,1,327.0,2015,September,37,9,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,207,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,2015-09-09
City Hotel,1,161.0,2017,August,18,5,0.0,2.0,2,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,207,0,Transient,120.0,0,0,Canceled,2016-11-25,2017-06-08
Resort Hotel,0,0.0,2016,January,3,15,0.0,1.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,14,207,0,Transient,44.0,0,1,Check-Out,2016-01-16,2016-01-15
City Hotel,1,49.0,2016,March,11,7,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,207,0,Transient,87.3,0,0,Canceled,2016-01-20,2016-03-07
Resort Hotel,0,273.0,2017,May,18,1,4.0,6.0,2,0.0,0.0,BB,,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,207,0,Transient,64.1,0,0,Check-Out,2017-05-15,2017-05-01
City Hotel,0,183.0,2017,August,34,21,1.0,2.0,2,0.0,0.0,BB,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient-Party,117.0,0,3,Check-Out,2017-08-24,2017-08-21
City Hotel,1,42.0,2017,August,32,9,0.0,4.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,207,0,Transient,140.0,0,0,Canceled,2017-06-28,2017-08-09
City Hotel,0,0.0,2015,August,32,6,0.0,2.0,2,0.0,0.0,SC,,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,207,0,Transient,81.0,0,0,Check-Out,2015-08-08,2015-08-06
City Hotel,0,115.0,2016,April,15,8,0.0,2.0,1,0.0,0.0,BB,,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,207,34,Transient-Party,57.5,0,0,Check-Out,2016-04-10,2016-04-08
City Hotel,0,8.0,2016,October,43,20,0.0,1.0,1,0.0,0.0,BB,,Corporate,Corporate,0,0,0,A,A,0,No Deposit,14,219,0,Transient,89.0,0,0,Check-Out,2016-10-21,2016-10-20
